Artist Display Name,Artist Nationality,Artist Begin Date,Artist End Date,Artist Gender
Tatiana Ruzicka,American,1915,1995,
Veronica Ruzicka,American,1917,1981,
Robert E. Bonner,"American, born Ireland",1824,1899,
Cornelius Vanderbilt,American,1843,1899,
Gean Smith,American,1851,1928,
William De La Montagne Cary,American,1840,1922,
John Augustus Roebling,"American, born Germany",1806,1869,
Edmund Jennings Randolph,American,1753,1813,
John Cochrane,American,1813,1898,
Daniel François Esprit Auber,French,1782,1871,
Stodart & Currier,American,1813,1888,
"Henry Edward Manning ,Archbishop of Westminster",British,1808,1892,
Varina Anne Davis,,1864,1898,
Schulyer Colfax Jr.,American,1823,1885,
Thaddeus Stevens,American,1792,1868,
John Adams Dix,American,1798,1879,
Horatio Seymour,American,1810,1886,
Junius Spencer Morgan,American,1813,1890,
Hannibal Hamlin,American,1809,1891,
Henry Jarvis Raymond,American,1820,1869,
Henry Wager Halleck,American,1815,1872,
Isaiah Rynders,American,1804,1885,
George Hunt Pendleton,American,1825,1889,
Fernando Wood,American,1812,1881,
Joseph Brooks,American,1821,1877,
Winfield Scott Hancock,American,1824,1886,
James Watson Webb,American,1802,1884,
Simon Bolivar Bruckner,American,1823,1914,
John C. Pemberton,American,1814,1881,
Margaret Howell Davis,American,1855,1909,
Alexander Hamilton Stephens,American,1812,1883,
Robert Toombs,American,1810,1885,
Francis Wilkinson Pickens,American,1805,1869,
Clement Laird Vallandigham,American,1820,1871,
Zoltan Sepeshy,American,1898,1974,
Brackmere,American,1871,1871,
Richard B. Connolly,"American, born Ireland",1810,1880,
Peter Barr Sweeny,American,1825,1911,
Abraham Oakley Hall,American,1826,1898,
Mary Campbell,"British, born Scotland",1763,1786,
Joseph Lane,American,1801,1881,
Hershel V. Johnson,American,1812,1880,
John C. Breckinridge,American,1821,1875,
George Sewall Boutwell,American,1818,1905,
John Alexander Logan,American,1826,1886,
John Armor Bingham,American,1815,1900,
H. J. Rodgers,,,,
Denim Tears,American,2019,,
Tremaine Emory,American,1981,,
Puppets and Puppets,,,,
Carly Mark,American,1988,,
Bstroy,,,,
Dieter Grams,American,1991,,
Brick Owens,American,1990,,
Claire McKinney,American,1993,,
Sophie Andes-Gascon,Canadian-Brazilian,1993,,
SC103,,,,
Heron Preston,American,1983,,
Michael Kors,American,1959,9999,
Conner Ives,American,1996,9999,
Reinhold Rudolf Junghanns,German,1884,1967,
National Publishing Co.,American,,,
James D. McCabe,American,1842,1883,
Thomas Laughlin Co.,American,,,
Agnes (Pruyn) Strain,,1839,1898,
Mary (Putnam) Pruyn,,1820,1885,
Julie Torres,American,1980,9999,Female
Madge Gill,British,1882,1961,
Tourmaline,American,1983,9999,Female
Charles Downing Lay,American,1877,1956,
Nils Paul Larsen,American,1890,1964,
Truman T. Lowe,,1944,2019,
William Harrison Larkin,American,1902,1969,
Sigmund Laufer,"American, born Germany",1920,2007,
Mauricio Lasansky,"American, born Argentina",1914,2012,
Univeristy of Iowa Press,,,,
Andrew B. Gardner,American,1937,1991,
Julie Hart Beers,American,1835,1913,Female
Danelectro Company,,,,
Julian Rix,American,1850,1903,
J. McClure,American,1863,1900,
George Washington Parke Custis,American,1781,1857,
Diedrick Brackens,American,1989,9999,
The Cosmopolitan Art Association,American,1854,1861,
Chauncey Lyman Derby,American,,1876,
Xul Solar,Argentine,1887,1963,
Ragnar Kjartansson,Icelandic,1976,9999,
BORCH Editions,,,,
Lyle Ashton Harris,American,1965,9999,
Drayton,British,1820,1830,
George Tierney,British,1761,1830,
"William Wyndham Grenville, Baron Grenville",British,1759,1834,
Okada Yoshio 岡田嘉夫,Japanese,1977,9999,
Hayakawa Shōkosai I 初代早川尚古斎,Japanese,1815,1897,
Jordan Casteel,American,1989,9999,
Giuseppe Piamontini,Italian,1664,1742,
Rachel Schragis,American,1968,9999,
Elizabeth Castaldo,,,,
Center for Book Arts,,,,
Diana Thater,American,1962,9999,
Arch Connelly,American,1950,1993,
Allen Granberry Thurman,American,1813,1895,
Michael Hurwitz,American,1955,9999,
G. A. van de Groenekan,Dutch,1904,1994,
Time Publishing Co.,American,1889,1890,
Benjamin Harrison,American,1833,1901,
Charles Henry Parkhurst,American,1842,1933,
Annie Oakley,American,1860,1926,
Yinyuan Longqui (Ingen Ryūki),Chinese,1592,1673,
John Maize Wright,American,1787,1855,
Sagittaire,,,,
Bureau de recherches surréalistes,,,,
Wolfgang Paalen,Austrian,1905,1959,
Gallimard,,,,
José Vázquez Amaral,Mexican,1914,1987,
Galeria de Arte Mexicano,,,,
Louis Cabat,French,1812,1893,
Edouard Jaguer,,,,
Daniel Fletcher,British,1990,,
Daniel w. Fletcher,British,2015,,
Caitlin Keogh,American,1982,9999,Female
Galerie surréaliste,,,,
Georges Malkine,French,1898,1970,
Galerie Pierre,,,,
Robert Desnos,French,1900,1945,
Vane Bor (Stevan Živadinović),Serbian,1908,1993,
Oskar Davičo,Serbian,1909,1989,
Aleksandar Bucno,,,,
Milan Dedinac,Serbian,1902,1966,
Onorio Ruotolo,"American, born Italy",1888,1966,
Charles Ratton,,,,
Jean Schuster,French,1929,1995,
Le Terrain Vague,,,,
Black Swan Press,,,,
New Burlington Galleries,,,,
"Galerie Beaux-Arts, Paris",,,,
Enrique Molina,Argentine,1910,1996,
Takiguchi Shuzo,,,,
Enrique Gómez-Correa,Chilean,1915,1995,
Teófilo Cid,Chilean,1914,1964,
Braulio Arenas,Chilean,1913,1988,
José-Augusto França,Portuguese,1922,,
Claude Courtot,French,1939,2018,
Vincent Bournoure,,,,
José Pierre,,,,
Georges Henein,Egyptian,1914,1973,
Ramses Younan,Egyptian,1913,1966,
Albert Cossery,Egyptian,1913,2008,
Frits Thaulow,Norwegian,1847,1906,
René Ménil,French,1907,2004,
Aimé Césaire,Martinican,1913,2008,
D'Arcy Galleries,,,,
Samuel J. Tilden,American,1814,1886,
Thomas A. Hendricks,American,1819,1885,
Solidarity Bookshop,,,,
Radical America,,,,
Gabrielle de Veaux Clements,American,1858,1948,Female
"Industrial Workers of the World. G.R.U. Branch (Chicago, Ill.)",,,,
Ztangi,,,,
Franklin Rosemont,American,1943,2009,
Frances Wright,British,1795,1852,
Auguste Hervieu,French,1794,1858,
Sarah Ponsonby,British,1755,1831,
Lady (Charlotte) Eleanor Butler,British,1739,1829,
Lady Mary Leighton,British,1810,1864,
Jennie Brownscombe,,1850,1936,
Chicago Surrealist Group,,,,
"Fishel, Adler & Company",American,1864,1913,
Gallery Bugs Bunny,,,,
Alice Farley,American,1951,9999,
Surrealist Editions,,,,
Eric Matheson,,,,
Penelope Rosemont,American,1942,,
Paul Garon,American,1942,9999,
Stephen Schwartz,,1948,,
Eric J. García,American,1977,9999,
Salsedo Press,,,,
Bob Stanley,American,1932,1997,
John Blair Mitchell,American,1921,1999,
American Radiator Company,American,,,
Surrealist Movement in the United States,,,,
Pat Halley,American,,,
Fred Woodworth,,,,
Evans Repeating Rifle Company,,1873,1881,
John Simmons,,,,
David Schanoes,,,,
Gallery Black Swan,,,,
Ted Joans,American,1928,2003,
Excelsior-Press Publishers,,,,
Corinth Books,,,,
Ben Blount,American,1970,9999,
Toussaint Louverture,Haitian,1743,1803,
Sam Glankoff,American,1894,1984,
Amos Kennedy,American,1948,9999,
Andre Walker,American,1967,9999,
Pendleton Woolen Mills,,,,
Mueller Mosaic Tile Company,,,,
John Fletcher,British,1579,1625,
Francis Beaumont,British,1584,1616,
H. J.,British,1778,1778,
John Sheringham,British,1819,1825,
Samuel Daniell,British,1775,1811,
Jacques-Philippe Caresme,French,1734,1796,
Ōtagaki Rengetsu 太田垣蓮月,Japanese,1791,1875,Female
Fujiwara Sadayori 伝藤原定頼,Japanese,995,1045,
Tonna (Ton’a) 頓阿法師,Japanese,1289,1372,
Ichidon Shōzui,Japanese,1394,1428,
Ikkyū Sōjun 一休宗純,Japanese,1394,1481,
Bokusai 墨齊 (Motsurin Jōtō没倫紹等),Japanese,,1492,
Osen Keisan 横川景山,Japanese,1429,1493,
Shōren’in Sonchō Hosshinnō 青蓮院尊朝法親王,Japanese,1552,1597,
Studio of Tawaraya Sōtatsu 俵屋宗達工房,Japanese,1570,1640,
Unkoku Tōeki 雲谷等益,Japanese,1591,1644,
Iwasa Matabei (Iwasa Matabē) 岩佐又兵衛,Japanese,1578,1650,
Iwasa Matabei 岩佐又兵衛,Japanese,1578,1650,
Tosa Mitsutaka 土佐光高,Japanese,1675,1710,
Tosa Mitsuoki 土佐光起,Japanese,1617,1691,
Shiba Sonome 斯波園女,Japanese,1664,1726,
Fukae Roshū 深江蘆舟,Japanese,1699,1757,
Murase Kōtei 村瀨栲亭,Japanese,1744,1819,
Aoki Shukuya 青木夙夜,Japanese,1737,1802,
Kushiro Unsen 釧雲泉,Japanese,1759,1811,
Kanō Isen’in Naganobu 狩野伊川院栄信,Japanese,1775,1828,
Tanomura Chikuden 田能村竹田,Japanese,1777,1835,
Suzuki Kiitsu 鈴木基一,Japanese,1796,1858,
Takai Kōzan 高井鴻山,Japanese,1806,1883,
Tachibana Gadō 橘雅堂,Japanese,1868,1899,
Nakabayashi Gochiku I 中林梧竹,Japanese,1827,1913,
Shimomura Kanzan 下村観山,Japanese,1873,1930,
Ishii Rinkyō  石井林響,Japanese,1886,1930,
Tsuji Kakō 都路華香,Japanese,1870,1931,
Tomita Yoshiko 冨田芳子,Japanese,,,
Tomita Keisen 冨田溪仙,Japanese,1879,1936,
Hashimoto Dokuzan 橋本獨山,Japanese,1868,1938,
Nakamura Fusetsu 中村不折,Japanese,1866,1943,
Yosano Akiko 与謝野晶子,Japanese,1878,1942,
Reggie Burrows Hodges,American,1965,9999,
Utagawa Kunisada (Toyokuni III) 歌川国貞(三代歌川豊国),Japanese,1786,1864,
Oka Buntō 岡文濤,Japanese,1875,1943,
Yasuda Hanpo 安田半圃,Japanese,1889,1947,
Tamamura Hokuto 玉村方久斗,Japanese,1893,1951,
Kawamura Yōkoku 川村暘谷,Japanese,1882,1955,
Ōkōchi Yakō 大河内夜江,Japanese,1892,1957,
Fujii Tatsukichi 藤井達吉,Japanese,1881,1964,
Suda Kunitarō  須田国太郎,Japanese,1891,1961,
Creil,French,1797,1895,
Robert Cadell,British,1800,1830,
Kosugi Misei (Hōan ) 小杉未醒 (放菴),Japanese,1881,1964,
Nonagase Banka  野長瀬晩花,Japanese,1889,1964,
Yano Kyōson 矢野橋村,Japanese,1890,1965,
Kawabata Ryūshi 川端龍子,Japanese,1885,1966,
Hirai Baisen 平井楳仙,Japanese,1889,1969,
Kobayakawa Shūsei 小早川秋聲,Japanese,1889,1974,
Shirakura Jihō 白倉二峰,Japanese,1896,1974,
Shimizu Hian 清水比庵,Japanese,1883,1975,
Munakata Shikō 棟方志功,Japanese,1903,1975,
Sydney Lee,British,1866,1949,
Duran Lantink,Dutch,,,
Teshigahara Sōfū 勅使河原蒼風,Japanese,1900,1979,
Yamaguchi Takeo 山口長男,Japanese,1902,1983,
Suda Kokuta 須田剋太,Japanese,1906,1990,
Lady Sarah Caroline Sitwell,British,1779,1860,Female
Domingo Ortiz,Mexican,,,
Nicolás Rodríguez Juárez,Mexican,1667,1734,
Qualeasha Wood,American,1996,9999,
Benedetto Varchi,Italian,1503,1565,
Veuve Bader et Cie.,French,1800,1950,
Bocquet,French,1800,1830,
Lambert frères,French,1802,1836,
"Charles Cornwallis, 1st Marquis Cornwallis",British,1738,1805,
Oliger Jacobaeus,Danish,1650,1701,
Mabel Taylor,,,,
Unrecorded Achomawi (Pit River) artist,Native American,,,
Unrecorded Mission (Cahiulla) artist,Native American,,,
Unrecorded Tlingit artist,Native American,,,
Unrecorded Hupa artist,Native American,,,
Unrecorded Attu artist,Native American,,,
Unrecorded Tsim Shiau artist,Native American,,,
Francis Williams,Native American,,,
Unrecorded Pima artist,Native American,,,
Mary Keator,,,1851,
Tipografía de la Escuela Industrial,Mexico,,,
"Talleres Gráficos, Mexico City",,,,
"Cooperativa de Artes Gráficas, Mexico City",,,,
"Anonymous, Mexican 20th century",Mexican,1900,1999,
Julio Castellanos González,Mexican,1905,1947,
André Malraux,French,,,
Thomas B. Hess,,,,
Noonday Press,,,,
Yvon Goll,French,1891,1950,
Jean-Clarence Lambert,,,,
Arthur Rimbaud,French,1854,1891,
Da Chongguang,Chinese,1623,1692,
George Henry Edwards,British,1859,1918,
Alfred Pearse,British,1856,1933,
J. R. Way,British,1890,1900,
Enoch Ward,British,1859,1922,
Arthur Graham Tomson,British,1859,1905,
T. S. C. Crowther,British,1883,1902,
Rex Vicat Cole,British,1870,1940,
Edgar Wilson,British,1861,1918,
F. H. Crawford,British,1890,1900,
W. E. Home,British,1890,1900,
Ellen G. Hill,British,1850,1895,Female
Edmund Joseph Sullivan,British,1869,1933,
Sir Walter Westley Russell,British,1867,1949,
Archie G. MacGregor,British,1810,1910,
Christine E. Demain Hammond,British,1861,1900,
Sir J. Bernard Partridge,British,1861,1945,
Jack B. Yeats,Irish,1871,1957,
André and Sleigh,British,1890,1914,
Everard Hopkins,British,1860,1928,
Ronald Gray,British,1868,1951,
Alfred Robert Quinton,British,1853,1934,
Chadwell Smith,British,1890,1900,
J. Wright T. Manuel,British,1896,1899,
"W. Thomas Smith, II",British,1865,1936,
Fred T. Jane,British,1865,1916,
Harold R. Millar,"British, born Scotland",1891,1935,
Gertrude E. Demain Hammond,British,1862,1952,Female
Walker & Boutall,British,1886,1899,
A. T. Clarke and Company,British,1890,1900,
R. Strudwick,British,1890,1900,
Alfred Hugh Fisher,British,1867,1945,
Douglas MacPherson,British,1871,1951,
Joseph William Gleeson White,British,1851,1898,
James Frank Sullivan,British,1852,1936,
Albert Henry Collings,British,1858,1947,
Frank Dad,British,1851,1929,
Frederick Pegram,British,1870,1937,
G. Grenville Manton,British,1855,1932,
Swan Electric Engraving Company,British,1890,1950,
Maclagan and Cumming,British,1850,1950,
Oscar Eckhardt,British,1872,1904,
William Hatherell,British,1855,1928,
"Angerer and Göschl, Vienna",Austrian,1880,1900,
Alexander Joseph Finberg,British,1866,1939,
Alexander Stuart Boyd,"British, born Scotland",1854,1930,
Robert Clayton Burns,"British, Scottish",1869,1941,
Hal Hurst,British,1863,1938,
A. and C. Dawson,British,1890,1920,
William Barnes Wollen,"British, born Germany",1857,1936,
Walter Bayes,British,1869,1956,
Ye Guang,Chinese,1567,1633,
Wu Long,Chinese,1667,1733,
You Yin,Chinese,1732,1812,
John Muench,American,1914,1993,
Edna Kingsley Wallace,,,,
Alice Duer Miller,,1874,1942,
Harry Weston Van Dyke,American,1872,,
Kim Yik-yung 김익영 金益寧,Korean,1935,9999,
Lee Kang-hyo 이강효 李康孝,Korean,1961,9999,
Phelps & Holcomb,American,1800,1850,
Gene Stratton-Porter,,1863,1924,
Mary Elizabeth Carter,,,,
"Dodd, Mead & Company",,,,
Paul Laurence Dunbar,American,1872,1906,
Harold MacGrath,,1871,1932,
Elizabeth Miller,,,,
Braunworth & Co.,,,,
Theodor Storm,,1817,1888,
James Pott & Co.,,,,
D. Bingham,,,,
Miriam Michelson,American,1870,1942,
Wu Jian’an,Chinese,1980,9999,
"Johnson, Wilson & Co.",American,1800,1900,
Alexander T. Stewart,,1803,1876,
Cornelia M. Stewart,,,1886,
"Trade Palace, Topeka",American,1850,1900,
"G. G. Green, Woodbury, New Jersey",American,1868,,
"Frank Hart, Druggist, Astoria, Oregon",American,1900,1910,
Fei Qinghu (Fei Zhaoyang),Chinese,1768,1833,
Margaretta Carol,,,,
1st Baron Cottington Francis Cottington,British,1579,1652,
Laura Kim,American,1982,,
Fernando Garcia,American,1986,,
John Smart Jr.,British,1776,1809,
Juliette Reiset,French,1828,1899,
Joseph Uzanne,French,1850,1937,
Permild & Rosengreen,Danish,,,
Highpoint Editions,,,,
Cole Rogers,American,1959,9999,
Marius Peraudeau,French,1906,1992,
Gary Reams,American,,,
Richard Ewen,American,,,
Marie Porter,American,,,
Jeff Wasserman,American,,,
Alex Katz Studio,,,,
Paul Jenkins,American,1923,2012,
Alessandro Michele,,1972,,
Chung Haecho,Korean,1945,9999,
Kim Hyunju,Korean,1979,9999,
Hannah Hislop,Irish,1776,1876,
Telfar,American,2005,9999,
Telfar Clemens,American,1985,,
Hung Liu,American,1948,2021,
Joseph Hill,British,,,
Claude-Prosper Jolyot de Crébillon,French,1707,1777,
Ji Won Choi,,,,
Sheela Gowda,Indian,1957,9999,
John Bush,American,1720,1763,
Frank James Lankes,American,1895,1975,
Kim Seol,Korean,1955,9999,
Sohn Daehyun,Korean,1949,9999,
Yan Bing,Chinese,,,
Zhang Xianghe,Chinese,1785,1862,
Yu Zouyan,Chinese,,,
Samuel Shaw,American,1754,1794,
Daniel Sharp,"American, born England",1783,1853,
Wilson & Daniels,American,1853,1856,
Adoniram Judson,American,1788,1850,
"Carter, Andrews & Co.",American,1828,1837,
Hezekiah Wright Smith,"American, born Scotland",1828,1890,
Emanuel Swedenborg,Swedish,1688,1772,
Per Krafft the Elder,Swedish,1724,1793,
William Crosby and H. P. Nicols,American,1800,1900,
Edward Augustus Fowle,American,1824,1892,
Abiel Abbot Livermore,American,1811,1882,
Pettee & Cathan,American,1817,1890,
R. Andrews,American,1840,1849,
Robert Trewick Bone,British,1790,1840,
Edward Tryon Billings,American,1824,1893,
Henry Ware Jr.,American,1794,1843,
Charles Sprague,American,,,
Ellen Craft,American,1826,1891,
Luther Holman Hale,American,1823,1885,
William Tweedie,British,1856,1873,
David Sears II,American,1787,1871,
François Marie Charles Fourier,French,1772,1837,
Moses Wight,American,1827,1895,
Thomas Dowse,American,1772,1856,
Charles Amand-Durand,French,1831,1905,
Pierre Savart,French,1737,1780,
Eugene Batchelder,American,1822,1878,
Louis Kossuth,Hungarian,1802,1894,
William Gilmore Simms,American,1806,1870,
John Edmund Halpin,Irish,1764,,
"Pierre Terrail, seigneur de Bayard",French,1473,1524,
Sylvia Schuster,,,,
Liz Rideal,British,1954,9999,
Mrs. E. Burrows,British,1860,1869,
George Payne Rainsford James,British,1799,1860,
Christopher Castle,British,,,
Vanderlip & Taylor,American,1823,1900,
Thomas Hoyt & Co.,American,1850,1880,
William H. Thwaites,American,1854,1871,
William Carey Richards,"American, born England",1818,1892,
Charlotte Maria Tucker,British,1821,1893,
Jedediah Vincent Huntington,American,1815,1862,
Gabriel Franchère,Canadian,1786,1863,
A. Robbett,American,1850,1859,
D'Arcy,American,1820,1864,
H. B. Hall & Sons,"American, born England",1808,1884,
S. N. Dodge Paint Store,American,1829,1859,
Giovanni Maria Tamburini,Italian,,,
Friedrich Wilhelm Frickel,German,1818,1903,
Scipione Corneliano,Italian,1600,1622,
Orange Judd,American,1850,1950,
Vicenzo de Stefani,,,,
"Thomas M. Chandler, Jr.",American,1810,1854,
Thomas Chandler Pottery,,,,
Carlo Servolini,Italian,1876,1948,
Pino della Selva,Italian,1904,1987,
Anton Fritz,German,1718,1755,
Giovanni Antonio Dalle Piane,Italian,,,
Atelier Arcay,,,,
Cardinal Camillo Massimi,,1677,1677,
Gioacchino Giuseppe Serangeli,Italian,1778,1852,
Pamplemousse Press,,,,
Thomas Lucas,American,,,
"Hummingbird Press Editions, Chicago",,,,
Francisco Xavier de Goya,Spanish,,,
Kichirobe Yamanaka,,,,
Monogrammist AF,Italian,,,
Collina Strada,American,2008,,
Hillary Taymour,American,1987,,
W. Turner,British,1772,1784,
Justine Favart,French,1727,1772,
J. Denham,British,1783,1783,
Joseph Sympson,British,1700,1800,
John Kendrick,British,1830,1834,
P. Zoble,British,1790,1799,
Pieter Oets,Dutch,1720,1780,
Monogrammist AP,,1550,1600,
Monogrammist PP,Italian,1500,1520,
Catherine Read,"British, born Scotland",1723,1778,
Miss Trimmer,British,1760,,
Master of the Beheading of St John the Baptist,Italian,1500,1520,
Monogrammist C (in reverse),Italian,1500,1520,
"John Somers, Baron Somers",,1651,1716,
"Heneage Finch, 1st Earl of Aylesford",British,1649,1719,
Sir Creswell Levinz,British,1627,1701,
Right Hon Sir Francis Pemberton,British,1624,1697,
Sir Robert Sawyer,British,1633,1692,
Sir Henry Pollexfen,British,1632,1691,
Sir George Treby,British,1644,1700,
Johannes Teyler,Dutch,1648,1709,
"William Sancroft, Archbishop of Canterbury",British,1617,1693,
"John Lake, Bishop of Chichester",British,1624,1689,
"Thomas Ken, Bishop of Bath and Wells",British,1637,1711,
"Sir Jonathan Trelawny, Bishop of Exeter and Winchester",British,1650,1721,
"Thomas White, Bishop of Peterborough",British,1628,1698,
"William Lloyd, Bishop of Worcester",British,1627,1717,
Francis Turner Bishop of Ely,British,1637,1700,
Robert Williams,British,1680,1740,
John Banister Jr.,British,,1725,
"Rhine School, 16th-17th Century",,1540,1640,
Monogrammist VBL,Swiss,1595,1655,
Richard Suett,British,1755,1805,
Gaston Dorinfant,French,,,
Ferdinand Freiligrath,German,1810,1876,
Richard Peter,German,1895,1977,
Herbert Hensky,German,1910,2005,
Konrad Hoffmeister,German,1926,2007,
Evelyn Richter,German,1930,2021,
Brigitte Voigt,German,1934,9999,
